irradiation date,cell line,radiation type,sample_id,dose,position,image_nr,nuclei,micronuclei
05MAY2022,MOC2,proton,1,4.24,5,11,4,2
05MAY2022,MOC2,proton,1,4.24,5,11,1,1
05MAY2022,MOC2,proton,1,4.24,5,11,1,1
05MAY2022,MOC2,proton,1,4.24,5,11,2,2
05MAY2022,MOC2,proton,1,4.24,5,11,2,0
05MAY2022,MOC2,proton,1,4.24,5,11,3,0
05MAY2022,MOC2,proton,1,4.24,5,11,2,3
05MAY2022,MOC2,proton,1,4.24,5,11,3,0
05MAY2022,MOC2,proton,1,4.24,5,11,2,0
05MAY2022,MOC2,proton,1,4.24,5,11,3,0
05MAY2022,MOC2,proton,1,4.24,5,11,3,0
05MAY2022,MOC2,proton,1,4.24,5,11,2,1
05MAY2022,MOC2,proton,1,4.24,5,8,2,0
05MAY2022,MOC2,proton,1,4.24,5,8,0,3
05MAY2022,MOC2,proton,1,4.24,5,8,2,1
05MAY2022,MOC2,proton,1,4.24,5,8,1,0
05MAY2022,MOC2,proton,1,4.24,5,8,11,3
05MAY2022,MOC2,proton,1,4.24,5,8,3,1
05MAY2022,MOC2,proton,1,4.24,5,8,1,0
05MAY2022,MOC2,proton,1,4.24,5,8,0,2
05MAY2022,MOC2,proton,1,4.24,5,9,1,0
05MAY2022,MOC2,proton,1,4.24,5,9,1,1
05MAY2022,MOC2,proton,1,4.24,5,9,1,0
05MAY2022,MOC2,proton,1,4.24,5,9,1,0
05MAY2022,MOC2,proton,1,4.24,5,9,1,0
05MAY2022,MOC2,proton,1,4.24,5,9,3,3
05MAY2022,MOC2,proton,1,4.24,5,2,1,3
05MAY2022,MOC2,proton,1,4.24,5,2,1,0
05MAY2022,MOC2,proton,1,4.24,5,3,2,2
05MAY2022,MOC2,proton,1,4.24,5,3,1,0
05MAY2022,MOC2,proton,1,4.24,5,3,3,0
05MAY2022,MOC2,proton,1,4.24,5,3,0,2
05MAY2022,MOC2,proton,1,4.24,5,3,0,0
05MAY2022,MOC2,proton,1,4.24,5,3,1,0
05MAY2022,MOC2,proton,1,4.24,5,3,1,0
05MAY2022,MOC2,proton,1,4.24,5,3,0,2
05MAY2022,MOC2,proton,1,4.24,5,3,1,4
05MAY2022,MOC2,proton,1,4.24,5,6,1,3
05MAY2022,MOC2,proton,1,4.24,5,6,2,0
05MAY2022,MOC2,proton,1,4.24,5,6,0,4
05MAY2022,MOC2,proton,1,4.24,5,6,3,0
05MAY2022,MOC2,proton,1,4.24,5,6,1,0
05MAY2022,MOC2,proton,1,4.24,5,6,0,0
05MAY2022,MOC2,proton,1,4.24,5,6,2,2
05MAY2022,MOC2,proton,1,4.24,5,6,1,0
05MAY2022,MOC2,proton,1,4.24,5,7,1,0
05MAY2022,MOC2,proton,1,4.24,5,7,1,1
05MAY2022,MOC2,proton,1,4.24,5,7,1,0
05MAY2022,MOC2,proton,1,4.24,5,7,2,0
05MAY2022,MOC2,proton,1,4.24,5,7,2,0
05MAY2022,MOC2,proton,1,4.24,5,7,1,0
05MAY2022,MOC2,proton,1,4.24,5,7,0,2
05MAY2022,MOC2,proton,1,4.24,5,7,2,0
05MAY2022,MOC2,proton,1,4.24,5,1,3,0
05MAY2022,MOC2,proton,1,4.24,5,1,1,0
05MAY2022,MOC2,proton,1,4.24,5,1,1,0
05MAY2022,MOC2,proton,1,4.24,5,1,3,1
05MAY2022,MOC2,proton,2,7.84,5,5,1,1
05MAY2022,MOC2,proton,2,7.84,5,5,1,0
05MAY2022,MOC2,proton,2,7.84,5,5,1,1
05MAY2022,MOC2,proton,2,7.84,5,5,2,3
05MAY2022,MOC2,proton,2,7.84,5,5,1,0
05MAY2022,MOC2,proton,2,7.84,5,5,2,4
05MAY2022,MOC2,proton,2,7.84,5,5,2,2
05MAY2022,MOC2,proton,2,7.84,5,5,2,0
05MAY2022,MOC2,proton,2,7.84,5,5,1,0
05MAY2022,MOC2,proton,2,7.84,5,5,0,3
